connection_id	network_id	tenant_id	l2_gateway_id	segmentation_id
65bc4bde-6415-4f65-a604-05e7d68d0168	970b5f5c-b2d4-4c6d-8693-5f5b385e08e4	a54d1a3b8ef048fda8af8167d5e5318b	92d29ff4-ed47-4716-b144-a81e130a09a8	1100
e3eba11e-860a-49c1-b3f5-893757ccf988	6335365f-3ee2-44fa-8625-2a853760b858	a54d1a3b8ef048fda8af8167d5e5318b	3a32080a-09e6-476a-8c15-a50497adfc24	
